datetime;seconds;action;model;item_type;id;sender_user;sender_agent;sender_id;document;portal;container;x;y;rotation;scale;text;value;
"2019-09-24T13:10:10.260Z";"2675.149";"update";"items";"Postit";"d5b6b288-a650-49fc-8a8e-eaaac6f08b86";"creation";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"b1233ecf-4a75-40c8-b0aa-e89e91de5b36";;"63e5089f-dd11-41eb-ba73-7df55c60b592";;"0.0";"0.0";"0";"1.0";"valise";;
"2019-09-24T13:10:08.695Z";"2673.584";"update";"items.Size";;"d5b6b288-a650-49fc-8a8e-eaaac6f08b86";"creation";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"b1233ecf-4a75-40c8-b0aa-e89e91de5b36";;;;;;;;;"224,144";
"2019-09-24T13:10:08.699Z";"2673.588";"update";"items.Style";;"d5b6b288-a650-49fc-8a8e-eaaac6f08b86";"creation";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"b1233ecf-4a75-40c8-b0aa-e89e91de5b36";;;;;;;;;"CirclePostit";
"2019-09-24T13:10:10.147Z";"2675.036";"update";"items.Transform";;"d5b6b288-a650-49fc-8a8e-eaaac6f08b86";"creation";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"b1233ecf-4a75-40c8-b0aa-e89e91de5b36";;;;"2284.4";"974.7";"180";"1.0";;;
"2019-09-24T13:09:59.841Z";"2664.73";"update";"items.Text";;"d5b6b288-a650-49fc-8a8e-eaaac6f08b86";"creation";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"b1233ecf-4a75-40c8-b0aa-e89e91de5b36";;;;;;;;"valise";;
"2019-09-24T13:10:16.362Z";"2681.251";"create";"links";;"8f8c41be-7561-4076-9a17-f652d845d7cc";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";"79fdb200-2a38-4980-bd13-193bee9a9948";;;;;;;;;
"2019-09-24T13:10:27.231Z";"2692.12";"update";"items";"Postit";"d5b6b288-a650-49fc-8a8e-eaaac6f08b86";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";"79fdb200-2a38-4980-bd13-193bee9a9948";;"65ba76e1-1735-451f-b5ad-2871af1a0cd2";"3281.6";"271.9";"0";"1.0";"valise";;
"2019-09-24T13:10:29.705Z";"2694.594";"update";"items.Transform";;"d5b6b288-a650-49fc-8a8e-eaaac6f08b86";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";;;;"3277.8";"340.0";"0";"1.0";;;
"2019-09-24T13:10:46.456Z";"2711.345";"update";"items.Transform";;"e31b3065-19f1-4b0d-8ff9-34240dee47e5";"creation";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"b1233ecf-4a75-40c8-b0aa-e89e91de5b36";;;;"588.9";"933.2";"90";"1.0";;;
"2019-09-24T13:10:35.568Z";"2700.457";"update";"items.Text";;"e31b3065-19f1-4b0d-8ff9-34240dee47e5";"creation";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"b1233ecf-4a75-40c8-b0aa-e89e91de5b36";;;;;;;;"c";;
"2019-09-24T13:11:05.434Z";"2730.323";"update";"items.Transform";;"a16b6b85-782a-46b2-a41d-cb0a69a3210e";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";;;;"3239.7";"776.8";"0";"1.0";;;
"2019-09-24T13:11:10.072Z";"2734.961";"create";"links";;"4620ac88-c554-4baf-9224-5628b647fd6c";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";"79fdb200-2a38-4980-bd13-193bee9a9948";;;;;;;;;
"2019-09-24T13:11:23.354Z";"2748.243";"update";"items.Transform";;"d5b6b288-a650-49fc-8a8e-eaaac6f08b86";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";;;;"3277.8";"340.0";"0";"1.0";;;
